Team And Year,MOV (PPG),SRS,ORtg,DRtg,NRtg,Win%,Pythagorean Win%,MOV Percentile,SRS Percentile,ORTG Percentile,DRTG Percentile,Net Rating Percentile,Win% Percentile,Pythagorean Win% Percentile
Los Angeles Lakers: 2009,7.66,7.11,112.8,104.7,8.1,79.26829268,74.3902439,96.3,95.4,93.1,82.8,96,98.5,95.5
Orlando Magic: 2009,6.7,6.48,109.2,101.9,7.3,71.95121951,71.95121951,93.1,92.6,65.5,100,93.5,92.5,92.3
Portland Trail Blazers: 2009,5.34,5,113.9,107.8,6.1,65.85365854,68.29268293,86.6,85.4,100,58.7,88.3,81.2,86.2
Houston Rockets: 2009,4,3.73,108.4,104,4.4,64.63414634,64.63414634,79,78.6,51.7,89.7,79.3,79.2,79.9
San Antonio Spurs: 2009,3.76,3.36,108.5,104.3,4.2,65.85365854,63.41463415,77.2,75.7,58.6,86.3,78.2,81.2,77.6
Denver Nuggets: 2009,3.41,3.13,110.4,106.8,3.6,65.85365854,60.97560976,74.7,73.8,79.3,75.9,74.5,81.2,72.2
Utah Jazz: 2009,2.65,2.31,110.1,107.3,2.8,58.53658537,58.53658537,69.9,66.4,75.8,69,69.1,66.1,66.5
Dallas Mavericks: 2009,1.98,1.68,110.5,108.4,2.1,60.97560976,57.31707317,63.6,61.5,82.7,44.9,63.5,71.3,63.5
Phoenix Suns: 2009,1.93,1.62,113.6,111.6,2,56.09756098,56.09756098,63.4,60.8,96.5,13.8,62.8,61.5,60.6
Atlanta Hawks: 2009,1.57,1.7,109.3,107.6,1.7,57.31707317,56.09756098,60.4,62,68.9,65.6,60.3,62.9,60.6
New Orleans Hornets: 2009,1.55,1.41,108.7,107,1.7,59.75609756,56.09756098,60.3,59.2,62,72.5,60.3,68.8,60.6
Miami Heat: 2009,0.26,0.49,107.8,107.6,0.2,52.43902439,51.2195122,49.9,52.4,34.4,65.6,48.8,52.7,49.1
Philadelphia 76ers: 2009,0.07,0.16,107.9,107.8,0.1,50,50,48.5,49.8,37.9,58.7,48.5,44,47.3
Chicago Bulls: 2009,-0.28,-0.16,108.4,108.7,-0.3,50,48.7804878,45.7,47.1,51.7,41.4,45.2,44,43.6
Detroit Pistons: 2009,-0.49,-0.36,107.4,108,-0.6,47.56097561,48.7804878,43.7,45.5,31,48.3,42.9,39.7,43.6
Indiana Pacers: 2009,-1.11,-0.76,108.1,109.2,-1.1,43.90243902,46.34146341,38.7,41.3,41.3,38,39.2,33.3,38
Milwaukee Bucks: 2009,-1.09,-0.88,106.7,107.9,-1.2,41.46341463,46.34146341,39.2,40.6,24.1,51.8,37.9,29.8,38
Charlotte Bobcats: 2009,-1.27,-1.2,104.7,106.1,-1.4,42.68292683,45.12195122,37.6,37.8,10.3,79.4,37,31.7,35.4
New York Knicks: 2009,-2.61,-2.33,108.1,110.8,-2.7,39.02439024,41.46341463,29.2,29.9,41.3,24.2,29.3,25.6,29.2
New Jersey Nets: 2009,-2.44,-2.31,108.3,111,-2.7,41.46341463,41.46341463,30.2,30.3,48.2,20.7,29.3,29.8,29.2
Toronto Raptors: 2009,-2.82,-2.54,107,110,-3,40.24390244,40.24390244,28.1,28.6,27.5,27.6,27.5,27.2,26.3
Golden State Warriors: 2009,-3.74,-3.8,109.5,113.3,-3.8,35.36585366,37.80487805,22,21,72.4,6.9,22.3,19.9,21.6
Minnesota Timberwolves: 2009,-4.91,-4.74,106.1,111.4,-5.3,29.26829268,32.92682927,16.3,17.1,20.6,17.3,16,10.6,14.7
Memphis Grizzlies: 2009,-5.46,-5.23,103.5,109.5,-6,29.26829268,31.70731707,14.1,14.3,6.8,31.1,12.7,10.6,12.9
Oklahoma City Thunder: 2009,-6.1,-6.04,102.9,109.4,-6.5,28.04878049,29.26829268,11.8,11.3,3.4,34.5,11.2,9.4,9.8
Washington Wizards: 2009,-7.46,-6.98,105.4,113.6,-8.2,23.17073171,25.6097561,6.4,7.5,13.7,3.5,5.2,4.1,5.1
Sacramento Kings: 2009,-8.76,-8.6,105.5,114.7,-9.2,20.73170732,23.17073171,4,3.4,17.2,0,4,2.1,3.7
Los Angeles Clippers: 2009,-8.77,-8.47,102.3,111.7,-9.4,23.17073171,21.95121951,3.9,3.8,0,10.4,3.4,4.1,2.6
Orlando Magic: 2010,7.49,7.12,111.4,103.3,8.1,71.95121951,74.3902439,95.9,95.5,89.6,93.2,96,92.5,95.5
Cleveland Cavaliers: 2010,6.52,6.17,111.2,104.1,7.1,74.3902439,71.95121951,92,90.7,82.7,82.8,92.6,95.2,92.3
Utah Jazz: 2010,5.34,5.33,110.7,105,5.7,64.63414634,67.07317073,86.6,87,75.8,69,86.1,79.2,84.8
San Antonio Spurs: 2010,5.09,5.07,110,104.5,5.5,60.97560976,67.07317073,85.5,86,72.4,75.9,85.6,71.3,84.8
Atlanta Hawks: 2010,4.66,4.44,111.9,106.7,5.2,64.63414634,65.85365854,83.3,83,96.5,58.7,84.4,79.2,82.8
Phoenix Suns: 2010,4.9,4.67,115.3,110.2,5.1,65.85365854,65.85365854,84.5,83.8,100,24.2,84,81.2,82.8
Los Angeles Lakers: 2010,4.72,4.78,108.8,103.7,5.1,69.51219512,65.85365854,83.6,84.2,65.5,89.7,84,88.4,82.8
Denver Nuggets: 2010,4.09,4.15,111.8,107.5,4.3,64.63414634,63.41463415,79.5,81,93.1,48.3,78.9,79.2,77.6
Boston Celtics: 2010,3.66,3.37,107.7,103.8,3.9,60.97560976,63.41463415,76.5,75.9,51.7,86.3,76.8,71.3,77.6
Portland Trail Blazers: 2010,3.3,3.18,110.8,107.1,3.7,60.97560976,62.19512195,73.7,74.2,79.3,51.8,75.4,71.3,75.5
Oklahoma City Thunder: 2010,3.49,3.55,108.3,104.6,3.7,60.97560976,62.19512195,75.5,76.4,58.6,72.5,75.4,71.3,75.5
Dallas Mavericks: 2010,2.72,2.66,109.2,106.3,2.9,67.07317073,59.75609756,70.5,70.2,68.9,62.1,70.1,83.7,70.1
Miami Heat: 2010,2.28,1.99,106.6,104.1,2.5,57.31707317,58.53658537,66.3,64.5,37.9,82.8,66.7,62.9,66.5
Milwaukee Bucks: 2010,1.7,1.37,104.9,103.1,1.8,56.09756098,56.09756098,61.7,58.8,24.1,96.6,61.7,61.5,60.6
Charlotte Bobcats: 2010,1.46,1.3,104.4,102.8,1.6,53.65853659,54.87804878,59.2,58.2,20.6,100,59.4,55,57.6
Houston Rockets: 2010,-0.37,-0.02,107.6,108,-0.4,51.2195122,48.7804878,44.6,48.2,44.8,44.9,44.3,48.5,43.6
Memphis Grizzlies: 2010,-1.51,-1.39,108.3,109.9,-1.6,48.7804878,45.12195122,35.5,36.1,58.6,38,35.5,41.8,35.4
Chicago Bulls: 2010,-1.63,-1.64,103.5,105.3,-1.8,50,43.90243902,34.6,34.5,10.3,65.6,33.7,44,32.9
Toronto Raptors: 2010,-1.78,-1.83,111.3,113.2,-1.9,48.7804878,43.90243902,33.7,32.8,86.2,0,33.4,41.8,32.9
New Orleans Hornets: 2010,-2.46,-2.27,107.4,110.1,-2.7,45.12195122,41.46341463,29.9,30.4,41.3,31.1,29.3,35.9,29.2
Indiana Pacers: 2010,-3.01,-3.11,103.7,106.8,-3.1,39.02439024,40.24390244,26.6,25.4,13.7,55.2,26.8,25.6,26.3
Golden State Warriors: 2010,-3.6,-3.28,108.1,111.7,-3.6,31.70731707,39.02439024,22.9,24,55.1,3.5,23.9,14.3,24.2
New York Knicks: 2010,-3.82,-4.01,107.6,111.6,-4,35.36585366,37.80487805,21.4,19.9,44.8,10.4,21.4,19.9,21.6
Philadelphia 76ers: 2010,-3.9,-3.93,106.1,110.3,-4.2,32.92682927,36.58536585,21,20.4,34.4,20.7,20.6,16.3,20.5
Sacramento Kings: 2010,-4.37,-4.06,105.3,109.9,-4.6,30.48780488,35.36585366,18.9,19.7,27.5,38,18.6,12.9,18
Washington Wizards: 2010,-4.78,-4.72,104.2,109.4,-5.2,31.70731707,34.14634146,17.1,17.2,17.2,41.4,16.3,14.3,16.4
Detroit Pistons: 2010,-5.11,-5.02,105.6,111.4,-5.8,32.92682927,31.70731707,15.5,15.4,31,13.8,13.6,16.3,12.9
Los Angeles Clippers: 2010,-6.35,-6.01,103.3,110.1,-6.8,35.36585366,29.26829268,10.5,11.4,6.8,31.1,10,19.9,9.8
Minnesota Timberwolves: 2010,-9.6,-9.06,101.7,111.6,-9.9,18.29268293,20.73170732,1.7,2.2,3.4,10.4,2,1,1.7
New Jersey Nets: 2010,-9.12,-8.93,100.6,110.5,-9.9,14.63414634,20.73170732,2.9,2.6,0,17.3,2,0.3,1.7
Miami Heat: 2011,7.46,6.76,111.7,103.5,8.2,70.73170732,74.3902439,95.8,94.3,93.1,86.3,96.5,91,95.5
Chicago Bulls: 2011,7.32,6.53,108.3,100.3,8,75.6097561,74.3902439,95.5,93.1,65.5,100,95.8,96.2,95.5
Los Angeles Lakers: 2011,6.11,6.01,111,104.3,6.7,69.51219512,70.73170732,89.9,90.4,82.7,82.8,91.1,88.4,90.5
San Antonio Spurs: 2011,5.71,5.86,111.8,105.6,6.2,74.3902439,68.29268293,87.9,89.5,96.5,65.6,88.7,95.2,86.2
Boston Celtics: 2011,5.37,4.83,106.2,100.3,5.9,68.29268293,69.51219512,86.8,84.6,37.9,100,87.3,86.4,88.7
Orlando Magic: 2011,5.46,4.92,107.9,102,5.9,63.41463415,68.29268293,87.3,85,55.1,93.2,87.3,77.4,86.2
Denver Nuggets: 2011,4.76,4.81,112.3,107.3,5,60.97560976,65.85365854,83.7,84.3,100,48.3,83.5,71.3,82.8
Dallas Mavericks: 2011,4.23,4.41,109.7,105,4.7,69.51219512,64.63414634,80.5,82.4,75.8,79.4,81.7,88.4,79.9
Oklahoma City Thunder: 2011,3.79,3.81,111.2,107.2,4,67.07317073,62.19512195,77.4,79.3,86.2,51.8,77.2,83.7,75.5
Memphis Grizzlies: 2011,2.34,2.55,107.6,105.1,2.5,56.09756098,58.53658537,67.2,68.9,48.2,72.5,66.7,61.5,66.5
Houston Rockets: 2011,2.18,2.37,111.3,109,2.3,52.43902439,57.31707317,65.3,67.3,89.6,38,64.6,52.7,63.5
Portland Trail Blazers: 2011,1.52,1.85,108.8,107.1,1.7,58.53658537,56.09756098,60.1,63.6,68.9,55.2,60.3,66.1,60.6
Philadelphia 76ers: 2011,1.5,1.01,106.6,105,1.6,50,54.87804878,59.9,55.8,44.8,79.4,59.4,44,57.6
New Orleans Hornets: 2011,0.89,1.28,106.2,105.2,1,56.09756098,53.65853659,54.2,57.8,37.9,69,54.6,61.5,54.7
New York Knicks: 2011,0.78,0.48,110.9,110.1,0.8,51.2195122,52.43902439,53.3,52.2,79.3,27.6,52.8,48.5,51.9
Milwaukee Bucks: 2011,-0.84,-1.02,101.6,102.5,-0.9,42.68292683,46.34146341,41.4,39.2,0,89.7,40.8,31.7,38
Phoenix Suns: 2011,-0.89,-0.46,109.5,110.4,-0.9,48.7804878,47.56097561,40.9,44.3,72.4,17.3,40.8,41.8,41
Atlanta Hawks: 2011,-0.82,-1.1,106.1,107,-0.9,53.65853659,47.56097561,41.6,38.6,31,58.7,40.8,55,41
Indiana Pacers: 2011,-1.07,-1.38,104.8,106,-1.2,45.12195122,46.34146341,39.4,36.4,24.1,62.1,37.9,35.9,38
Utah Jazz: 2011,-1.83,-1.44,108.1,110.1,-2,47.56097561,43.90243902,33.3,35.5,58.6,27.6,32.8,39.7,32.9
Golden State Warriors: 2011,-2.33,-2,108.2,110.7,-2.5,43.90243902,42.68292683,31.1,31.5,62,13.8,30.6,33.3,31.1
Los Angeles Clippers: 2011,-3.13,-2.71,105.3,108.7,-3.4,39.02439024,39.02439024,25.6,27.3,27.5,41.4,24.8,25.6,24.2
Detroit Pistons: 2011,-3.6,-3.78,107.7,111.7,-4,36.58536585,37.80487805,22.9,21.2,51.7,6.9,21.4,21.9,21.6
Charlotte Bobcats: 2011,-4,-4.08,103.4,107.8,-4.4,41.46341463,35.36585366,20.4,19.6,13.7,44.9,20,29.8,18
Sacramento Kings: 2011,-5.34,-4.8,103.5,109,-5.5,29.26829268,32.92682927,14.9,16.8,17.2,38,15.1,10.6,14.7
New Jersey Nets: 2011,-6.24,-6.28,103.1,109.9,-6.8,29.26829268,29.26829268,11.3,10.3,10.3,31.1,10,10.6,9.8
Toronto Raptors: 2011,-6.28,-6.28,106.1,112.9,-6.8,26.82926829,29.26829268,11,10.3,31,0,10,8,9.8
Minnesota Timberwolves: 2011,-6.63,-5.97,104.2,111.1,-6.9,20.73170732,29.26829268,9.7,11.5,20.6,10.4,9.8,2.1,9.8
Washington Wizards: 2011,-7.4,-7.3,102.4,110.2,-7.8,28.04878049,26.82926829,6.6,6.5,6.8,20.7,6.9,9.4,6.8
Cleveland Cavaliers: 2011,-9.01,-8.88,102.2,111.8,-9.6,23.17073171,21.95121951,3.3,3,3.4,3.5,2.7,4.1,2.6
Chicago Bulls: 2012,8.18,7.43,107.4,98.3,9.1,75.75757576,77.27272727,97.7,96.8,86.2,96.6,98.2,97.3,98.4
San Antonio Spurs: 2012,7.17,7.28,110.9,103.2,7.7,75.75757576,72.72727273,94.5,96.2,100,69,95,97.3,94.7
Oklahoma City Thunder: 2012,6.12,6.44,109.8,103.2,6.6,71.21212121,69.6969697,90,92.3,96.5,69,90.5,92.4,90.3
Miami Heat: 2012,5.98,5.72,106.6,100.2,6.4,69.6969697,71.21212121,89.3,89,75.8,89.7,89.6,90.8,92.2
Philadelphia 76ers: 2012,4.24,3.59,103.9,99.2,4.7,53.03030303,65.15151515,80.9,77,34.4,93.2,81.7,54.9,82.6
Atlanta Hawks: 2012,3.44,2.67,104.9,101.2,3.7,60.60606061,62.12121212,75,70.3,48.2,82.8,75.4,71.1,75.2
Indiana Pacers: 2012,3.3,2.6,106.7,103.1,3.6,63.63636364,62.12121212,73.7,69.7,79.3,72.5,74.5,79.1,75.2
New York Knicks: 2012,3.2,2.39,104.4,101,3.4,54.54545455,62.12121212,73,67.5,44.8,86.3,72.8,58.5,75.2
Denver Nuggets: 2012,2.88,3.16,109.2,106.2,3,57.57575758,59.09090909,70.9,74.1,93.1,34.5,70.9,65.9,69.8
Boston Celtics: 2012,2.52,2.26,101,98.2,2.8,59.09090909,59.09090909,68.7,66.2,10.3,100,69.1,68.7,69.8
Los Angeles Clippers: 2012,2.56,2.82,108.5,105.7,2.8,60.60606061,59.09090909,68.9,71.8,89.6,41.4,69.1,71.1,69.8
Memphis Grizzlies: 2012,2.02,2.43,104,101.8,2.2,62.12121212,57.57575758,63.9,67.7,37.9,79.4,64,75.3,65.9
Los Angeles Lakers: 2012,1.42,1.96,106,104.4,1.6,62.12121212,54.54545455,58.7,64.3,68.9,58.7,59.4,75.3,57.5
Dallas Mavericks: 2012,0.95,1.78,103.3,102.3,1,54.54545455,53.03030303,54.9,63.1,27.5,75.9,54.6,58.5,54.5
Orlando Magic: 2012,0.79,0.46,105,104.1,0.9,56.06060606,53.03030303,53.5,52.1,51.7,62.1,53.5,61.4,54.5
Utah Jazz: 2012,0.62,0.92,106.8,106.1,0.7,54.54545455,51.51515152,52.2,55.1,82.7,38,52.2,58.5,51.5
Milwaukee Bucks: 2012,0.27,-0.23,105.5,105.2,0.3,46.96969697,51.51515152,50.1,46.2,58.6,48.3,49.6,39.5,51.5
Houston Rockets: 2012,0.23,0.57,105.5,105.2,0.3,51.51515152,51.51515152,49.5,53,58.6,48.3,49.6,52.6,51.5
Phoenix Suns: 2012,-0.24,0.29,106.2,106.5,-0.3,50,48.48484848,45.9,50.8,72.4,20.7,45.2,44,43.3
Portland Trail Blazers: 2012,-0.62,-0.22,105.7,106.4,-0.7,42.42424242,48.48484848,42.9,46.6,65.5,24.2,42.5,31.6,43.3
Minnesota Timberwolves: 2012,-2.2,-1.83,104.3,106.6,-2.3,39.39393939,42.42424242,31.5,32.8,41.3,17.3,31.4,27.1,31
Golden State Warriors: 2012,-3.41,-2.79,105.4,109.1,-3.7,34.84848485,37.87878788,24,26.9,55.1,10.4,23.1,19.7,24
Toronto Raptors: 2012,-3.3,-3.67,100.8,104.5,-3.7,34.84848485,37.87878788,24.8,21.8,3.4,55.2,23.1,19.7,24
New Orleans Hornets: 2012,-3.76,-3.11,100.9,105.1,-4.2,31.81818182,36.36363636,21.9,25.4,6.8,51.8,20.6,15.9,20.4
Washington Wizards: 2012,-4.8,-5.14,101,106.2,-5.2,30.3030303,33.33333333,16.9,14.7,10.3,34.5,16.3,12.7,16.2
Detroit Pistons: 2012,-4.79,-5.19,101,106.3,-5.3,37.87878788,33.33333333,17,14.4,10.3,27.6,16,25.3,16.2
Sacramento Kings: 2012,-5.68,-4.95,103.8,109.8,-6,33.33333333,31.81818182,13.3,15.7,31,3.5,12.7,17.6,14.6
New Jersey Nets: 2012,-5.98,-6.37,102.9,109.6,-6.7,33.33333333,28.78787879,12.3,9.7,24.1,6.9,10.7,17.6,9.6
Cleveland Cavaliers: 2012,-7.2,-7.34,101.1,108.9,-7.8,31.81818182,25.75757576,7.6,6.4,20.6,13.8,6.9,15.9,6.7
Charlotte Bobcats: 2012,-13.91,-13.96,95.2,110.4,-15.2,10.60606061,10.60606061,0,0,0,0,0,0,0
Oklahoma City Thunder: 2013,9.21,9.15,112.4,102.6,9.8,73.17073171,78.04878049,98.9,99.1,100,89.7,99.1,94,98.6
Miami Heat: 2013,7.87,7.03,112.3,103.7,8.6,80.48780488,75.6097561,97.4,95,96.5,72.5,97.4,98.8,97.2
Los Angeles Clippers: 2013,6.45,6.43,110.6,103.6,7,68.29268293,71.95121951,91.6,92.2,89.6,75.9,92.4,86.4,92.3
San Antonio Spurs: 2013,6.4,6.67,108.3,101.6,6.7,70.73170732,70.73170732,91.3,93.6,79.3,93.2,91.1,91,90.5
Denver Nuggets: 2013,5.09,5.37,110.4,105.1,5.3,69.51219512,67.07317073,85.5,87.2,86.2,65.6,85.1,88.4,84.8
New York Knicks: 2013,4.23,3.73,111.1,106.3,4.8,65.85365854,64.63414634,80.5,78.6,93.1,41.4,82.4,81.2,79.9
Memphis Grizzlies: 2013,4.15,4.32,104.9,100.3,4.6,68.29268293,65.85365854,79.7,82.1,44.8,96.6,81.4,86.4,82.8
Indiana Pacers: 2013,4.02,3.34,104.3,99.8,4.5,60.49382716,64.19753086,79.1,75.5,34.4,100,79.9,71,79.8
Houston Rockets: 2013,3.48,3.69,109.7,106.1,3.6,54.87804878,60.97560976,75.4,78.4,82.7,48.3,74.5,58.8,72.2
Brooklyn Nets: 2013,1.78,1.25,108.2,106.2,2,59.75609756,56.09756098,62.5,57.4,75.8,44.9,62.8,68.8,60.6
Los Angeles Lakers: 2013,1.16,1.48,107.8,106.6,1.2,54.87804878,53.65853659,56.9,59.7,72.4,34.5,56.8,58.8,54.7
Golden State Warriors: 2013,0.89,1.32,106.4,105.5,0.9,57.31707317,53.65853659,54.2,58.5,65.5,55.2,53.5,62.9,54.7
Atlanta Hawks: 2013,0.4,-0.08,104.8,104.4,0.4,53.65853659,51.2195122,50.8,47.5,41.3,69,50.7,55,49.1
Chicago Bulls: 2013,0.32,-0.02,103.5,103.2,0.3,54.87804878,51.2195122,50.4,48.2,24.1,82.8,49.6,58.8,49.1
Utah Jazz: 2013,-0.09,0.3,106.7,106.8,-0.1,52.43902439,50,48,50.9,68.9,31.1,47.5,52.7,47.3
Boston Celtics: 2013,-0.22,-0.62,103.1,103.3,-0.2,50.61728395,49.38271605,46.4,42.3,20.6,79.4,46.2,48.4,47.2
Dallas Mavericks: 2013,-0.6,-0.24,105.9,106.5,-0.6,50,47.56097561,43,46,55.1,38,42.9,44,41
Milwaukee Bucks: 2013,-1.5,-1.83,103.6,105.2,-1.6,46.34146341,45.12195122,35.6,32.8,27.5,62.1,35.5,37.7,35.4
Toronto Raptors: 2013,-1.48,-1.96,105.9,107.5,-1.6,41.46341463,45.12195122,36,31.9,55.1,27.6,35.5,29.8,35.4
Minnesota Timberwolves: 2013,-2.37,-1.83,102.9,105.4,-2.5,37.80487805,41.46341463,30.8,32.8,17.2,58.7,30.6,23.5,29.2
Washington Wizards: 2013,-2.54,-2.78,100.2,103,-2.8,35.36585366,40.24390244,29.5,27,0,86.3,28.6,19.9,26.3
Portland Trail Blazers: 2013,-3.17,-2.53,105.8,109.2,-3.4,40.24390244,39.02439024,25.3,28.8,51.7,13.8,24.8,27.2,24.2
Philadelphia 76ers: 2013,-3.34,-3.51,102,105.7,-3.7,41.46341463,37.80487805,24.5,22.8,13.7,51.8,23.1,29.8,21.6
Detroit Pistons: 2013,-3.99,-4.33,103.8,108.1,-4.3,35.36585366,35.36585366,20.7,18.6,31,24.2,20.5,19.9,18
New Orleans Hornets: 2013,-3.87,-3.12,105.7,110.1,-4.4,32.92682927,36.58536585,21.3,25.2,48.2,6.9,20,16.3,20.5
Cleveland Cavaliers: 2013,-4.68,-4.87,104.3,109.4,-5.1,29.26829268,34.14634146,17.5,16.4,34.4,10.4,16.8,10.6,16.4
Sacramento Kings: 2013,-4.88,-4.26,106.2,111.4,-5.2,34.14634146,34.14634146,16.6,19.1,62,3.5,16.3,17.9,16.4
Phoenix Suns: 2013,-6.46,-5.75,101.2,108.1,-6.9,30.48780488,28.04878049,10.3,12.5,3.4,24.2,9.8,12.9,8
Orlando Magic: 2013,-6.99,-7.12,101.6,109.1,-7.5,24.3902439,26.82926829,8.3,7,10.3,17.3,7.7,5.3,6.8
Charlotte Bobcats: 2013,-9.23,-9.29,101.5,111.5,-10,25.6097561,20.73170732,2.6,1.8,6.8,0,1.8,6.4,1.7
San Antonio Spurs: 2014,7.72,8,110.5,102.4,8.1,75.6097561,74.3902439,96.6,97.9,79.3,93.2,96,96.2,95.5
Los Angeles Clippers: 2014,6.98,7.27,112.1,104.8,7.3,69.51219512,71.95121951,93.7,96.1,100,72.5,93.5,88.4,92.3
Oklahoma City Thunder: 2014,6.34,6.66,110.5,103.9,6.6,71.95121951,70.73170732,91,93.3,79.3,82.8,90.5,92.5,90.5
Miami Heat: 2014,4.76,4.15,110.9,105.8,5.1,65.85365854,65.85365854,83.7,81,86.2,65.6,84,81.2,82.8
Golden State Warriors: 2014,4.8,5.15,107.5,102.6,4.9,62.19512195,65.85365854,84.2,86.5,62,89.7,83.1,75.5,82.8
Indiana Pacers: 2014,4.4,3.63,104.1,99.3,4.8,68.29268293,65.85365854,81.9,77.6,24.1,100,82.4,86.4,82.8
Houston Rockets: 2014,4.56,5.06,111,106.3,4.7,65.85365854,64.63414634,83.1,85.9,89.6,58.7,81.7,81.2,79.9
Portland Trail Blazers: 2014,3.99,4.44,111.5,107.4,4.1,65.85365854,63.41463415,78.8,83,96.5,48.3,77.6,81.2,77.6
Toronto Raptors: 2014,3.24,2.55,108.8,105.3,3.5,58.53658537,60.97560976,73.2,68.9,68.9,69,73.6,66.1,72.2
Phoenix Suns: 2014,2.63,3.02,109.5,106.7,2.8,58.53658537,58.53658537,69.5,73.1,75.8,51.8,69.1,66.1,66.5
Minnesota Timberwolves: 2014,2.67,3.1,108.9,106.2,2.7,48.7804878,58.53658537,70,73.6,72.4,62.1,68.5,41.8,66.5
Dallas Mavericks: 2014,2.4,2.91,111.2,108.7,2.5,59.75609756,58.53658537,67.8,72.5,93.1,27.6,66.7,68.8,66.5
Chicago Bulls: 2014,1.85,1.2,102.5,100.5,2,58.53658537,57.31707317,62.9,57,6.8,96.6,62.8,66.1,63.5
Memphis Grizzlies: 2014,1.57,2.18,106.3,104.6,1.7,60.97560976,56.09756098,60.4,65.4,51.7,79.4,60.3,71.3,60.6
Washington Wizards: 2014,1.27,0.48,106,104.6,1.4,53.65853659,54.87804878,57.5,52.2,44.8,79.4,57.7,55,57.6
Charlotte Bobcats: 2014,-0.22,-0.89,103.6,103.8,-0.2,52.43902439,48.7804878,46.4,40.4,20.6,86.3,46.2,52.7,43.6
Atlanta Hawks: 2014,-0.48,-0.88,105.9,106.4,-0.5,46.34146341,48.7804878,43.9,40.6,37.9,55.2,43.5,37.7,43.6
New York Knicks: 2014,-0.79,-1.4,108.3,109.1,-0.8,45.12195122,47.56097561,41.7,35.9,65.5,20.7,41.9,35.9,41
Brooklyn Nets: 2014,-1,-1.58,106.7,107.7,-1,53.65853659,46.34146341,40.2,34.9,55.1,41.4,40.3,55,38
Denver Nuggets: 2014,-2.15,-1.4,106,108.2,-2.2,43.90243902,42.68292683,31.9,35.9,44.8,31.1,31.8,33.3,31.1
New Orleans Pelicans: 2014,-2.71,-1.98,107.2,110.1,-2.9,41.46341463,40.24390244,28.5,31.7,58.6,10.4,28.1,29.8,26.3
Sacramento Kings: 2014,-2.9,-2.08,105.7,108.8,-3.1,34.14634146,40.24390244,27.3,31.2,34.4,24.2,26.8,17.9,26.3
Cleveland Cavaliers: 2014,-3.29,-3.86,104.2,107.7,-3.5,40.24390244,39.02439024,24.9,21,27.5,41.4,24.4,27.2,24.2
Detroit Pistons: 2014,-3.66,-4.13,105.9,109.7,-3.8,35.36585366,37.80487805,22.8,19.4,37.9,17.3,22.3,19.9,21.6
Boston Celtics: 2014,-4.46,-4.97,102.9,107.7,-4.8,30.48780488,34.14634146,18.5,15.7,10.3,41.4,17.8,12.9,16.4
Orlando Magic: 2014,-5.44,-5.88,101.7,107.4,-5.7,28.04878049,31.70731707,14.3,11.8,3.4,48.3,13.9,9.4,12.9
Los Angeles Lakers: 2014,-6.29,-5.33,104.2,110.6,-6.4,32.92682927,30.48780488,10.9,13.5,27.5,6.9,11.6,16.3,11.7
Utah Jazz: 2014,-7.17,-6.27,103.5,111.3,-7.8,30.48780488,26.82926829,7.7,10.5,17.2,3.5,6.9,12.9,6.8
Milwaukee Bucks: 2014,-8.18,-8.41,103,111.8,-8.8,18.29268293,24.3902439,5.2,4,13.7,0,4.7,1,4.7
Philadelphia 76ers: 2014,-10.45,-10.66,99.4,109.9,-10.5,23.17073171,19.51219512,0.6,0.5,0,13.8,1,4.1,0.8
Golden State Warriors: 2015,10.1,10.01,111.6,101.4,10.2,81.70731707,79.26829268,99.3,99.4,96.5,100,99.3,99.1,99.2
Los Angeles Clippers: 2015,6.59,6.8,112.4,105.5,6.9,68.29268293,70.73170732,92.5,94.4,100,51.8,92,86.4,90.5
San Antonio Spurs: 2015,6.2,6.34,108.5,102,6.5,67.07317073,70.73170732,90.2,91.8,79.3,96.6,90.2,83.7,90.5
Atlanta Hawks: 2015,5.43,4.75,108.9,103.1,5.8,73.17073171,68.29268293,87,84.1,82.7,82.8,86.7,94,86.2
Cleveland Cavaliers: 2015,4.48,4.08,111.1,106.3,4.8,64.63414634,64.63414634,82.4,80.5,93.1,41.4,82.4,79.2,79.9
Portland Trail Blazers: 2015,4.23,4.41,108.2,103.7,4.5,62.19512195,64.63414634,80.5,82.4,72.4,69,79.9,75.5,79.9
Houston Rockets: 2015,3.44,3.82,107,103.4,3.6,68.29268293,60.97560976,75,79.4,62,75.9,74.5,86.4,72.2
Memphis Grizzlies: 2015,3.24,3.62,105.7,102.2,3.5,67.07317073,60.97560976,73.2,77.4,58.6,93.2,73.6,83.7,72.2
Toronto Raptors: 2015,3.07,2.45,111,107.7,3.3,59.75609756,59.75609756,72.2,67.9,89.6,20.7,72.2,68.8,70.1
Chicago Bulls: 2015,3,2.54,107.5,104.3,3.2,60.97560976,60.97560976,71.9,68.8,65.5,65.6,71.7,71.3,72.2
Dallas Mavericks: 2015,2.9,3.36,109.5,106.4,3.1,60.97560976,59.75609756,71.1,75.7,86.2,38,71.3,71.3,70.1
Oklahoma City Thunder: 2015,2.18,2.47,107.8,105.5,2.3,54.87804878,57.31707317,65.3,68.4,68.9,51.8,64.6,58.8,63.5
New Orleans Pelicans: 2015,0.79,1.13,108.2,107.3,0.9,54.87804878,52.43902439,53.5,56.5,72.4,27.6,53.5,58.8,51.9
