Pick,Draft Year,Team (Full Name),Team And Draft Year,Team Abbr.,Player,College,Years Played,Games Played,Minutes Played,WS,WS/48,BPM,VORP,College?,WS Percentile,VORP Percentile,WS/48 Percentile,BPM Percentile,Counting Stat Total,Rate Stat Total,Overall Total,Counting Stat Percentile,Rate Stat Percentile,Overall Value Percentile,,,,,,,,,,,,,
1,2020,Minnesota Timberwolves,Minnesota Timberwolves: 2020,MIN,Anthony Edwards,Georgia,5,381,13263,24.8,0.09,1.7,12.3,Yes,71.4,85.3,66.2,91.4,156.7,157.6,314.3,81.7,83.2,83.8,,,,,,,,,,,,,
2,2020,Golden State Warriors,Golden State Warriors: 2020,GSW,James Wiseman,Memphis,4,148,2799,4.3,0.074,-3.9,-1.4,Yes,43.4,9,52.5,24.2,52.4,76.7,129.1,22.4,32.9,29.3,,,,,,,,,,,,,
3,2020,Charlotte Hornets,Charlotte Hornets: 2020,CHO,LaMelo Ball,,5,231,7375,13.6,0.089,2.9,9.1,No,58.1,81.3,65.4,95.9,139.4,161.3,300.7,74.4,84.9,81,,,,,,,,,,,,,
4,2020,Chicago Bulls,Chicago Bulls: 2020,CHI,Patrick Williams,Florida State,5,276,7478,8.4,0.054,-2.3,-0.5,Yes,50.8,21.7,37.4,44.4,72.5,81.8,154.3,53.4,34.8,49.6,,,,,,,,,,,,,
5,2020,Cleveland Cavaliers,Cleveland Cavaliers: 2020,CLE,Isaac Okoro,Auburn,5,334,8746,16,0.088,-2,0,Yes,61.6,44.6,64.6,48.2,106.2,112.8,219,62.6,63.3,62.1,,,,,,,,,,,,,
6,2020,Atlanta Hawks,Atlanta Hawks: 2020,ATL,Onyeka Okongwu,USC,5,307,6911,24.9,0.173,0.5,4.4,Yes,71.5,71.5,97,82.2,143,179.2,322.2,75.6,92.6,85.5,,,,,,,,,,,,,
7,2020,Detroit Pistons,Detroit Pistons: 2020,DET,Killian Hayes,,5,216,5641,-0.2,-0.002,-3.8,-2.6,No,4.5,3.7,13.2,25.5,8.2,38.7,46.9,0.4,15.6,5.3,,,,,,,,,,,,,
8,2020,New York Knicks,New York Knicks: 2020,NYK,Obi Toppin,Dayton,5,362,6238,16.6,0.128,1.1,4.8,Yes,62.3,73,87.2,88.2,135.3,175.4,310.7,73,90.8,83.3,,,,,,,,,,,,,
9,2020,Washington Wizards,Washington Wizards: 2020,WAS,Deni Avdija,,5,359,9679,14.7,0.073,-1,2.5,No,59.7,65.7,51.9,63.5,125.4,115.4,240.8,69,64.7,66.8,,,,,,,,,,,,,
10,2020,Phoenix Suns,Phoenix Suns: 2020,PHO,Jalen Smith,Maryland,5,271,4368,12,0.132,-0.2,2,Yes,55.8,63.6,88.5,74.1,119.4,162.6,282,66.3,85.7,76,,,,,,,,,,,,,
11,2020,San Antonio Spurs,San Antonio Spurs: 2020,SAS,Devin Vassell,Florida State,5,303,8402,11.9,0.068,-0.5,3.1,Yes,55.5,67.9,47.2,70.2,123.4,117.4,240.8,68.1,65.9,66.8,,,,,,,,,,,,,
12,2020,Sacramento Kings,Sacramento Kings: 2020,SAC,Tyrese Haliburton,Iowa State,5,333,10998,37.6,0.164,4.8,18.9,Yes,80.9,90.8,96,98.3,171.7,194.3,366,88.5,98.2,94.7,,,,,,,,,,,,,
13,2020,New Orleans Pelicans,New Orleans Pelicans: 2020,NOP,Kira Lewis Jr.,Alabama,4,131,1745,1.3,0.036,-3.5,-0.6,Yes,31.9,18.9,27.5,28.9,50.8,56.4,107.2,20.7,23.8,23.5,,,,,,,,,,,,,
14,2020,Boston Celtics,Boston Celtics: 2020,BOS,Aaron Nesmith,Vanderbilt,5,288,6177,10.5,0.082,-1.9,0.2,Yes,53.8,53.7,59.5,50.1,107.5,109.6,217.1,63.1,61.3,61.7,,,,,,,,,,,,,
15,2020,Orlando Magic,Orlando Magic: 2020,ORL,Cole Anthony,UNC,5,320,7935,11,0.066,-0.6,2.9,Yes,54.5,66.8,45.7,69.1,121.3,114.8,236.1,67.5,64.5,66,,,,,,,,,,,,,
16,2020,Portland Trail Blazers,Portland Trail Blazers: 2020,POR,Isaiah Stewart,Washington,5,307,7542,15.4,0.098,-1.7,0.5,Yes,60.6,56.5,71.2,53.3,117.1,124.5,241.6,65.7,69,67.1,,,,,,,,,,,,,
17,2020,Minnesota Timberwolves,Minnesota Timberwolves: 2020,MIN,Aleksej Pokusevski,,4,168,3429,-0.2,-0.002,-3.1,-1,No,4.5,12.8,13.2,32.9,17.3,46.1,63.4,2,18.8,10.8,,,,,,,,,,,,,
18,2020,Dallas Mavericks,Dallas Mavericks: 2020,DAL,Josh Green,Arizona,5,291,6415,9.2,0.069,-2.9,-1.5,Yes,51.9,8.2,48.3,35.2,60.1,83.5,143.6,45.2,35.6,33.7,,,,,,,,,,,,,
19,2020,Brooklyn Nets,Brooklyn Nets: 2020,BRK,Saddiq Bey,Villanova,4,292,8804,14.6,0.079,-0.7,2.9,Yes,59.6,66.8,57,67.8,126.4,124.8,251.2,69.3,69.2,69.5,,,,,,,,,,,,,
20,2020,Miami Heat,Miami Heat: 2020,MIA,Precious Achiuwa,Memphis,5,320,6396,11.8,0.089,-2.3,-0.4,Yes,55.4,24.4,65.4,44.4,79.8,109.8,189.6,56.1,61.5,56.4,,,,,,,,,,,,,
21,2020,Philadelphia 76ers,Philadelphia 76ers: 2020,PHI,Tyrese Maxey,Kentucky,5,318,10187,26.5,0.125,1.3,8.6,Yes,72.8,80.1,86,89.7,152.9,175.7,328.6,79.7,90.9,86.8,,,,,,,,,,,,,
22,2020,Denver Nuggets,Denver Nuggets: 2020,DEN,Zeke Nnaji,Arizona,5,251,3007,6.7,0.107,-2.6,-0.4,Yes,48.3,24.4,76.5,39.4,72.7,115.9,188.6,53.6,65,56.2,,,,,,,,,,,,,
23,2020,New York Knicks,New York Knicks: 2020,NYK,Leandro Bolmaro,,2,49,309,-0.3,-0.048,-7.8,-0.5,No,3.4,21.7,5.3,5.8,25.1,11.1,36.2,4,4.2,2.2,,,,,,,,,,,,,
24,2020,Milwaukee Bucks,Milwaukee Bucks: 2020,MIL,R.J. Hampton,,4,170,3116,0.8,0.013,-3.8,-1.4,No,28.3,9,17.7,25.5,37.3,43.2,80.5,9.1,17.7,15.8,,,,,,,,,,,,,
25,2020,Oklahoma City Thunder,Oklahoma City Thunder: 2020,OKC,Immanuel Quickley,Kentucky,5,324,8292,21.3,0.124,1.2,6.7,Yes,67.7,76.7,85.7,88.8,144.4,174.5,318.9,76.2,90.4,84.8,,,,,,,,,,,,,
26,2020,Boston Celtics,Boston Celtics: 2020,BOS,Payton Pritchard,Oregon,5,347,7008,20.9,0.143,1.2,5.8,Yes,67.1,75.2,91.8,88.8,142.3,180.6,322.9,75.4,93.4,85.8,,,,,,,,,,,,,
27,2020,Utah Jazz,Utah Jazz: 2020,UTA,Udoka Azubuike,Kansas,4,84,724,2,0.133,-1.5,0.1,Yes,35.6,51.7,89.1,56.6,87.3,145.7,233,57.8,78.4,65.3,,,,,,,,,,,,,
28,2020,Los Angeles Lakers,Los Angeles Lakers: 2020,LAL,Jaden McDaniels,Washington,5,366,10449,17.9,0.082,-1.8,0.5,Yes,63.3,56.5,59.5,51.7,119.8,111.2,231,66.7,62.5,64.8,,,,,,,,,,,,,
29,2020,Toronto Raptors,Toronto Raptors: 2020,TOR,Malachi Flynn,San Diego State,5,217,3076,2.9,0.045,-2.6,-0.5,Yes,38.8,21.7,32.6,39.4,60.5,72,132.5,45.5,30.2,30.4,,,,,,,,,,,,,
30,2020,Boston Celtics,Boston Celtics: 2020,BOS,Desmond Bane,TCU,5,313,9274,25.5,0.132,2.4,10.4,Yes,72,83.2,88.5,94.7,155.2,183.2,338.4,80.9,94.4,88.9,,,,,,,,,,,,,
31,2020,Dallas Mavericks,Dallas Mavericks: 2020,DAL,Tyrell Terry,Stanford,2,13,59,0,-0.035,-4.8,0,Yes,11,44.6,6.7,17.6,55.6,24.3,79.9,25.7,9.6,15.6,,,,,,,,,,,,,
32,2020,Charlotte Hornets,Charlotte Hornets: 2020,CHO,Vernon Carey Jr.,Duke,3,37,187,0.2,0.058,-6.3,-0.2,Yes,19.6,31.8,39.8,8.9,51.4,48.7,100.1,21.2,19.8,21.2,,,,,,,,,,,,,
33,2020,Minnesota Timberwolves,Minnesota Timberwolves: 2020,MIN,Daniel Oturu,Minnesota,2,33,188,0.3,0.086,-5.2,-0.2,Yes,22,31.8,62.9,14.6,53.8,77.5,131.3,23.4,33.3,29.9,,,,,,,,,,,,,
34,2020,Philadelphia 76ers,Philadelphia 76ers: 2020,PHI,Theo Maledon,,4,177,3753,-0.2,-0.002,-4.6,-2.4,No,4.5,4.2,13.2,19.2,8.7,32.4,41.1,0.5,13.1,3.5,,,,,,,,,,,,,
35,2020,Sacramento Kings,Sacramento Kings: 2020,SAC,Xavier Tillman Sr.,Michigan State,5,260,4171,10,0.115,-0.1,2,Yes,53,63.6,81.2,75.2,116.6,156.4,273,65.5,82.6,73.8,,,,,,,,,,,,,
36,2020,Philadelphia 76ers,Philadelphia 76ers: 2020,PHI,Tyler Bey,Colorado,1,18,71,0,-0.033,-9.5,-0.1,Yes,11,37.7,6.9,3.3,48.7,10.2,58.9,18.6,3.8,9.4,,,,,,,,,,,,,
37,2020,Washington Wizards,Washington Wizards: 2020,WAS,Vit Krejci,,4,138,2549,4,0.076,-2.2,-0.1,No,42.5,37.7,54,45.6,80.2,99.6,179.8,56.2,56.3,55,,,,,,,,,,,,,
38,2020,Utah Jazz,Utah Jazz: 2020,UTA,Saben Lee,Vanderbilt,4,134,1943,3.5,0.085,-1.4,0.3,Yes,41.2,54.7,61.9,58.3,95.9,120.2,216.1,60.1,67.2,61.3,,,,,,,,,,,,,
39,2020,New Orleans Pelicans,New Orleans Pelicans: 2020,NOP,Elijah Hughes,Syracuse,2,54,498,-0.4,-0.039,-6.4,-0.5,Yes,2.5,21.7,6.1,8.5,24.2,14.6,38.8,3.8,5.4,2.8,,,,,,,,,,,,,
40,2020,Memphis Grizzlies,Memphis Grizzlies: 2020,MEM,Robert Woodard II,Mississippi State,2,25,87,-0.1,-0.077,-7.7,-0.1,Yes,7.3,37.7,4.2,5.8,45,10,55,14.4,3.6,8.1,,,,,,,,,,,,,
41,2020,San Antonio Spurs,San Antonio Spurs: 2020,SAS,Tre Jones,Duke,5,297,6444,14.5,0.108,-0.5,2.5,Yes,59.5,65.7,77.3,70.2,125.2,147.5,272.7,68.8,79.3,73.7,,,,,,,,,,,,,
42,2020,New Orleans Pelicans,New Orleans Pelicans: 2020,NOP,Nick Richards,Kentucky,5,257,4662,13.3,0.137,-2.4,-0.5,Yes,57.7,21.7,90,42.8,79.4,132.8,212.2,56,72.9,60.5,,,,,,,,,,,,,
43,2020,Sacramento Kings,Sacramento Kings: 2020,SAC,Jahmi'us Ramsey,Texas Tech,3,39,349,-0.1,-0.008,-5.4,-0.3,Yes,7.3,27.4,11.9,13.5,34.7,25.4,60.1,6.9,10.2,9.8,,,,,,,,,,,,,
44,2020,Chicago Bulls,Chicago Bulls: 2020,CHI,Marko Simonovic,,2,16,55,0,-0.026,-12.3,-0.1,No,11,37.7,8.3,1.8,48.7,10.1,58.8,18.6,3.7,9.4,,,,,,,,,,,,,
45,2020,Milwaukee Bucks,Milwaukee Bucks: 2020,MIL,Jordan Nwora,Louisville,4,206,3359,3,0.043,-2.8,-0.7,Yes,39.3,16.9,31.2,36.4,56.2,67.6,123.8,42.3,28.6,27.8,,,,,,,,,,,,,
46,2020,Portland Trail Blazers,Portland Trail Blazers: 2020,POR,CJ Elleby,Washington State,2,88,1366,0.5,0.018,-5.2,-1.1,Yes,25.2,11.6,19.5,14.6,36.8,34.1,70.9,9,13.8,13,,,,,,,,,,,,,
47,2020,Boston Celtics,Boston Celtics: 2020,BOS,Yam Madar,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
48,2020,Golden State Warriors,Golden State Warriors: 2020,GSW,Nico Mannion,Arizona,1,30,364,0.2,0.029,-3.9,-0.2,Yes,19.6,31.8,23.9,24.2,51.4,48.1,99.5,21.2,19.6,21,,,,,,,,,,,,,
49,2020,Philadelphia 76ers,Philadelphia 76ers: 2020,PHI,Isaiah Joe,Arkansas,5,321,5436,13.5,0.119,0.1,2.9,Yes,58,66.8,83.4,77.6,124.8,161,285.8,68.5,84.8,77.1,,,,,,,,,,,,,
50,2020,Atlanta Hawks,Atlanta Hawks: 2020,ATL,Skylar Mays,LSU,4,105,1111,2.1,0.092,-0.7,0.4,Yes,36.1,55.5,67.4,67.8,91.6,135.2,226.8,59,74.1,63.7,,,,,,,,,,,,,
51,2020,Golden State Warriors,Golden State Warriors: 2020,GSW,Justinian Jessup,Boise State,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
52,2020,Sacramento Kings,Sacramento Kings: 2020,SAC,KJ Martin,,5,309,6674,12.4,0.089,-1.8,0.4,No,56.4,55.5,65.4,51.7,111.9,117.1,229,64.5,65.7,64.2,,,,,,,,,,,,,
53,2020,Oklahoma City Thunder,Oklahoma City Thunder: 2020,OKC,Cassius Winston,Michigan State,2,29,137,0.1,0.051,-4.9,-0.1,Yes,16.7,37.7,35.5,16.7,54.4,52.2,106.6,24.4,21.7,23.3,,,,,,,,,,,,,
54,2020,Indiana Pacers,Indiana Pacers: 2020,IND,Cassius Stanley,Duke,2,33,248,0,-0.006,-7.9,-0.4,Yes,11,24.4,12.3,5.5,35.4,17.8,53.2,7.7,6.6,7.6,,,,,,,,,,,,,
55,2020,Brooklyn Nets,Brooklyn Nets: 2020,BRK,Jay Scrubb,John A. Logan College,3,24,235,-0.1,-0.014,-6.6,-0.3,Yes,7.3,27.4,10.8,8,34.7,18.8,53.5,6.9,6.9,7.8,,,,,,,,,,,,,
56,2020,Charlotte Hornets,Charlotte Hornets: 2020,CHO,Grant Riller,College of Charleston,1,7,27,0.1,0.177,5.1,0,Yes,16.7,44.6,97.5,98.7,61.3,196.2,257.5,46.3,98.7,71.2,,,,,,,,,,,,,
57,2020,Los Angeles Clippers,Los Angeles Clippers: 2020,LAC,Reggie Perry,Mississippi State,2,36,398,0.4,0.048,-5.5,-0.3,Yes,23.7,27.4,34.2,12.9,51.1,47.1,98.2,20.8,19.2,20.1,,,,,,,,,,,,,
58,2020,Philadelphia 76ers,Philadelphia 76ers: 2020,PHI,Paul Reed,DePaul,5,260,3262,11.5,0.169,0.7,2.2,Yes,54.9,64.3,96.5,84.2,119.2,180.7,299.9,66.3,93.5,80.7,,,,,,,,,,,,,
59,2020,Toronto Raptors,Toronto Raptors: 2020,TOR,Jalen Harris,Nevada,1,13,172,0.3,0.079,0.3,0.1,Yes,22,51.7,57,80,73.7,137,210.7,54.1,74.9,60,,,,,,,,,,,,,
60,2020,New Orleans Pelicans,New Orleans Pelicans: 2020,NOP,Sam Merrill,Utah State University,5,173,2820,6.8,0.116,0.2,1.5,Yes,48.5,62.1,81.9,78.8,110.6,160.7,271.3,63.9,84.5,73.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
